70BCSVG	
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
"[MEAS SETTING]"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
35
1549.0560, -55.062, 1400.2800, -70.817, 1400.2800, -68.062, 1400.2800, -62.968, 1400.2800, -63.953,  , ,  , 
1549.0600, -55.066, 1400.3000, -70.788, 1400.3000, -68.302, 1400.3000, -62.871, 1400.3000, -63.943,  , ,  , 
1549.0640, -55.072, 1400.3200, -70.538, 1400.3200, -68.446, 1400.3200, -63.021, 1400.3200, -63.988,  , ,  , 
1549.0680, -55.068, 1400.3400, -70.552, 1400.3400, -68.487, 1400.3400, -63.152, 1400.3400, -64.021,  , ,  , 
1549.0720, -55.072, 1400.3600, -70.617, 1400.3600, -68.536, 1400.3600, -63.324, 1400.3600, -64.153,  , ,  , 
1549.0760, -55.067, 1400.3800, -70.315, 1400.3800, -68.601, 1400.3800, -63.348, 1400.3800, -64.151,  , ,  , 
1549.0800, -55.063, 1400.4000, -70.028, 1400.4000, -68.637, 1400.4000, -63.269, 1400.4000, -63.977,  , ,  , 
1549.0840, -55.059, 1400.4200, -69.726, 1400.4200, -68.640, 1400.4200, -63.116, 1400.4200, -63.707,  , ,  , 
1549.0880, -55.057, 1400.4400, -69.250, 1400.4400, -68.412, 1400.4400, -63.030, 1400.4400, -63.410,  , ,  , 
1549.0920, -55.048, 1400.4600, -69.141, 1400.4600, -68.297, 1400.4600, -62.822, 1400.4600, -63.247,  , ,  , 
1549.0960, -55.039, 1400.4800, -68.917, 1400.4800, -68.301, 1400.4800, -62.874, 1400.4800, -63.198,  , ,  , 
1549.1000, -55.036, 1400.5000, -68.754, 1400.5000, -68.506, 1400.5000, -63.006, 1400.5000, -63.288,  , ,  , 
1549.1040, -55.019, 1400.5200, -68.887, 1400.5200, -68.489, 1400.5200, -63.051, 1400.5200, -63.249,  , ,  , 
1549.1080, -55.010, 1400.5400, -68.749, 1400.5400, -68.776, 1400.5400, -63.242, 1400.5400, -63.331,  , ,  , 
1549.1120, -54.988, 1400.5600, -68.492, 1400.5600, -68.908, 1400.5600, -63.307, 1400.5600, -63.236,  , ,  , 
1549.1160, -54.968, 1400.5800, -68.598, 1400.5800, -69.068, 1400.5800, -63.466, 1400.5800, -63.386,  , ,  , 
1549.1200, -54.947, 1400.6000, -68.787, 1400.6000, -69.532, 1400.6000, -63.519, 1400.6000, -63.549,  , ,  , 
1549.1240, -54.917, 1400.6200, -68.819, 1400.6200, -69.628, 1400.6200, -63.748, 1400.6200, -63.690,  , ,  , 
1549.1280, -54.890, 1400.6400, -68.655, 1400.6400, -70.048, 1400.6400, -63.860, 1400.6400, -63.796,  , ,  , 
1549.1320, -54.864, 1400.6600, -68.664, 1400.6600, -70.046, 1400.6600, -64.173, 1400.6600, -63.978,  , ,  , 
1549.1360, -54.824, 1400.6800, -68.728, 1400.6800, -70.342, 1400.6800, -64.334, 1400.6800, -64.174,  , ,  , 
1549.1400, -54.772, 1400.7000, -69.469, 1400.7000, -71.042, 1400.7000, -64.406, 1400.7000, -64.362,  , ,  , 
1549.1440, -54.712, 1400.7200, -69.627, 1400.7200, -71.148, 1400.7200, -64.560, 1400.7200, -64.394,  , ,  , 
1549.1480, -54.668, 1400.7400, -69.563, 1400.7400, -71.622, 1400.7400, -64.459, 1400.7400, -64.378,  , ,  , 
1549.1520, -54.610, 1400.7600, -69.064, 1400.7600, -70.815, 1400.7600, -64.286, 1400.7600, -64.055,  , ,  , 
1549.1560, -54.546, 1400.7800, -68.386, 1400.7800, -70.229, 1400.7800, -63.944, 1400.7800, -63.692,  , ,  , 
1549.1600, -54.462, 1400.8000, -67.669, 1400.8000, -69.405, 1400.8000, -63.710, 1400.8000, -63.476,  , ,  , 
1549.1640, -54.371, 1400.8200, -67.262, 1400.8200, -69.119, 1400.8200, -63.374, 1400.8200, -63.271,  , ,  , 
1549.1680, -54.300, 1400.8400, -66.866, 1400.8400, -69.019, 1400.8400, -63.300, 1400.8400, -63.182,  , ,  , 
1549.1720, -54.210, 1400.8600, -66.769, 1400.8600, -68.846, 1400.8600, -63.451, 1400.8600, -63.044,  , ,  , 
1549.1760, -54.111, 1400.8800, -66.572, 1400.8800, -68.750, 1400.8800, -63.402, 1400.8800, -63.014,  , ,  , 
1549.1800, -54.013, 1400.9000, -66.673, 1400.9000, -68.773, 1400.9000, -63.301, 1400.9000, -62.866,  , ,  , 
1549.1840, -53.949, 1400.9200, -66.535, 1400.9200, -68.921, 1400.9200, -63.356, 1400.9200, -62.780,  , ,  , 
1549.1880, -53.872, 1400.9400, -66.473, 1400.9400, -68.636, 1400.9400, -63.348, 1400.9400, -62.748,  , ,  , 
1549.1920, -53.805, 1400.9600, -66.340, 1400.9600, -68.592, 1400.9600, -63.429, 1400.9600, -62.770,  , ,  , 
1549.1960, -53.731, 1400.9800, -66.286, 1400.9800, -68.593, 1400.9800, -63.398, 1400.9800, -62.852,  , ,  , 
1549.2000, -53.680, 1401.0000, -66.607, 1401.0000, -68.700, 1401.0000, -63.343, 1401.0000, -62.927,  , ,  , 
1549.2040, -53.645, 1401.0200, -66.302, 1401.0200, -68.590, 1401.0200, -63.381, 1401.0200, -62.741,  , ,  , 
1549.2080, -53.613, 1401.0400, -66.422, 1401.0400, -68.695, 1401.0400, -63.400, 1401.0400, -62.716,  , ,  , 
1549.2120, -53.590, 1401.0600, -66.386, 1401.0600, -68.496, 1401.0600, -63.321, 1401.0600, -62.696,  , ,  , 
1549.2160, -53.588, 1401.0800, -66.215, 1401.0800, -68.507, 1401.0800, -63.390, 1401.0800, -62.785,  , ,  , 
1549.2200, -53.591, 1401.1000, -66.230, 1401.1000, -68.746, 1401.1000, -63.376, 1401.1000, -62.875,  , ,  , 
1549.2240, -53.606, 1401.1200, -66.286, 1401.1200, -68.878, 1401.1200, -63.512, 1401.1200, -62.830,  , ,  , 
1549.2280, -53.630, 1401.1400, -66.191, 1401.1400, -68.650, 1401.1400, -63.433, 1401.1400, -62.930,  , ,  , 
1549.2320, -53.676, 1401.1600, -66.376, 1401.1600, -68.843, 1401.1600, -63.461, 1401.1600, -62.930,  , ,  , 
1549.2360, -53.735, 1401.1800, -66.280, 1401.1800, -68.668, 1401.1800, -63.494, 1401.1800, -63.015,  , ,  , 
1549.2400, -53.776, 1401.2000, -66.439, 1401.2000, -68.892, 1401.2000, -63.477, 1401.2000, -63.093,  , ,  , 
1549.2440, -53.848, 1401.2200, -66.604, 1401.2200, -68.687, 1401.2200, -63.519, 1401.2200, -63.123,  , ,  , 
1549.2480, -53.924, 1401.2400, -66.731, 1401.2400, -68.850, 1401.2400, -63.429, 1401.2400, -63.168,  , ,  , 
1549.2520, -54.015, 1401.2600, -67.137, 1401.2600, -68.958, 1401.2600, -63.710, 1401.2600, -63.272,  , ,  , 
1549.2560, -54.109, 1401.2800, -67.249, 1401.2800, -69.344, 1401.2800, -63.896, 1401.2800, -63.439,  , ,  , 
1549.2600, -54.184, 1401.3000, -67.493, 1401.3000, -69.459, 1401.3000, -63.901, 1401.3000, -63.507,  , ,  , 
1549.2640, -54.272, 1401.3200, -67.711, 1401.3200, -69.641, 1401.3200, -63.941, 1401.3200, -63.492,  , ,  , 
1549.2680, -54.372, 1401.3400, -67.767, 1401.3400, -69.485, 1401.3400, -63.913, 1401.3400, -63.596,  , ,  , 
1549.2720, -54.458, 1401.3600, -68.228, 1401.3600, -69.316, 1401.3600, -63.839, 1401.3600, -63.479,  , ,  , 
1549.2760, -54.528, 1401.3800, -67.758, 1401.3800, -69.244, 1401.3800, -63.742, 1401.3800, -63.279,  , ,  , 
1549.2800, -54.586, 1401.4000, -68.029, 1401.4000, -69.121, 1401.4000, -63.698, 1401.4000, -63.294,  , ,  , 
1549.2840, -54.651, 1401.4200, -67.997, 1401.4200, -69.089, 1401.4200, -63.672, 1401.4200, -63.388,  , ,  , 
1549.2880, -54.730, 1401.4400, -68.153, 1401.4400, -69.275, 1401.4400, -63.723, 1401.4400, -63.351,  , ,  , 
1549.2920, -54.782, 1401.4600, -68.274, 1401.4600, -69.288, 1401.4600, -63.757, 1401.4600, -63.322,  , ,  , 
1549.2960, -54.827, 1401.4800, -68.637, 1401.4800, -69.429, 1401.4800, -63.851, 1401.4800, -63.564,  , ,  , 
1549.3000, -54.868, 1401.5000, -68.650, 1401.5000, -69.570, 1401.5000, -63.894, 1401.5000, -63.732,  , ,  , 
1549.3040, -54.906, 1401.5200, -68.935, 1401.5200, -70.062, 1401.5200, -64.090, 1401.5200, -63.822,  , ,  , 
1549.3080, -54.954, 1401.5400, -69.265, 1401.5400, -69.849, 1401.5400, -64.171, 1401.5400, -64.092,  , ,  , 
1549.3120, -54.996, 1401.5600, -69.210, 1401.5600, -69.857, 1401.5600, -64.213, 1401.5600, -64.002,  , ,  , 
1549.3160, -55.015, 1401.5800, -69.108, 1401.5800, -69.724, 1401.5800, -64.137, 1401.5800, -63.914,  , ,  , 
1549.3200, -55.038, 1401.6000, -68.664, 1401.6000, -69.314, 1401.6000, -63.980, 1401.6000, -63.826,  , ,  , 
1549.3240, -55.067, 1401.6200, -68.826, 1401.6200, -69.166, 1401.6200, -63.878, 1401.6200, -63.862,  , ,  , 
1549.3280, -55.083, 1401.6400, -68.628, 1401.6400, -69.080, 1401.6400, -63.861, 1401.6400, -63.811,  , ,  , 
1549.3320, -55.107, 1401.6600, -68.739, 1401.6600, -69.091, 1401.6600, -63.863, 1401.6600, -63.798,  , ,  , 
1549.3360, -55.125, 1401.6800, -68.986, 1401.6800, -69.151, 1401.6800, -63.878, 1401.6800, -63.912,  , ,  , 
1549.3400, -55.146, 1401.7000, -69.531, 1401.7000, -69.062, 1401.7000, -63.790, 1401.7000, -64.046,  , ,  , 
1549.3440, -55.162, 1401.7200, -70.016, 1401.7200, -69.275, 1401.7200, -63.727, 1401.7200, -64.095,  , ,  , 
1549.3480, -55.172, 1401.7400, -70.609, 1401.7400, -69.167, 1401.7400, -63.777, 1401.7400, -64.163,  , ,  , 
1549.3520, -55.184, 1401.7600, -70.805, 1401.7600, -69.224, 1401.7600, -63.779, 1401.7600, -64.144,  , ,  , 
1549.3560, -55.190, 1401.7800, -71.014, 1401.7800, -69.020, 1401.7800, -63.778, 1401.7800, -64.322,  , ,  , 
1549.3600, -55.198, 1401.8000, -71.060, 1401.8000, -68.886, 1401.8000, -63.595, 1401.8000, -64.276,  , ,  , 
1549.3640, -55.213, 1401.8200, -71.363, 1401.8200, -68.968, 1401.8200, -63.471, 1401.8200, -64.317,  , ,  , 
1549.3680, -55.234, 1401.8400, -71.141, 1401.8400, -68.844, 1401.8400, -63.366, 1401.8400, -64.175,  , ,  , 
1549.3720, -55.224, 1401.8600, -71.298, 1401.8600, -68.919, 1401.8600, -63.355, 1401.8600, -64.096,  , ,  , 
1549.3760, -55.238, 1401.8800, -71.349, 1401.8800, -68.787, 1401.8800, -63.437, 1401.8800, -64.091,  , ,  , 
1549.3800, -55.244, 1401.9000, -71.306, 1401.9000, -69.031, 1401.9000, -63.451, 1401.9000, -64.154,  , ,  , 
1549.3840, -55.255, 1401.9200, -71.488, 1401.9200, -69.005, 1401.9200, -63.415, 1401.9200, -64.148,  , ,  , 
1549.3880, -55.254, 1401.9400, -71.762, 1401.9400, -68.941, 1401.9400, -63.565, 1401.9400, -64.156,  , ,  , 
1549.3920, -55.265, 1401.9600, -71.630, 1401.9600, -69.049, 1401.9600, -63.463, 1401.9600, -64.123,  , ,  , 
1549.3960, -55.273, 1401.9800, -71.490, 1401.9800, -68.796, 1401.9800, -63.434, 1401.9800, -63.913,  , ,  , 
1549.4000, -55.273, 1402.0000, -71.579, 1402.0000, -69.108, 1402.0000, -63.428, 1402.0000, -63.827,  , ,  , 
1549.4040, -55.278, 1402.0200, -71.863, 1402.0200, -69.279, 1402.0200, -63.411, 1402.0200, -63.715,  , ,  , 
1549.4080, -55.285, 1402.0400, -72.080, 1402.0400, -69.199, 1402.0400, -63.330, 1402.0400, -63.756,  , ,  , 
1549.4120, -55.286, 1402.0600, -72.275, 1402.0600, -69.182, 1402.0600, -63.390, 1402.0600, -63.927,  , ,  , 
1549.4160, -55.293, 1402.0800, -71.994, 1402.0800, -69.235, 1402.0800, -63.386, 1402.0800, -64.046,  , ,  , 
1549.4200, -55.304, 1402.1000, -72.367, 1402.1000, -69.210, 1402.1000, -63.435, 1402.1000, -63.874,  , ,  , 
1549.4240, -55.307, 1402.1200, -72.106, 1402.1200, -69.314, 1402.1200, -63.253, 1402.1200, -63.915,  , ,  , 
1549.4280, -55.297, 1402.1400, -72.083, 1402.1400, -69.216, 1402.1400, -63.193, 1402.1400, -63.851,  , ,  , 
1549.4320, -55.299, 1402.1600, -71.862, 1402.1600, -69.338, 1402.1600, -63.049, 1402.1600, -63.843,  , ,  , 
1549.4360, -55.302, 1402.1800, -72.021, 1402.1800, -69.511, 1402.1800, -63.078, 1402.1800, -63.777,  , ,  , 
1549.4400, -55.303, 1402.2000, -72.164, 1402.2000, -69.436, 1402.2000, -63.172, 1402.2000, -63.944,  , ,  , 
1549.4440, -55.299, 1402.2200, -72.165, 1402.2200, -69.201, 1402.2200, -63.321, 1402.2200, -64.243,  , ,  , 
1549.4480, -55.304, 1402.2400, -71.889, 1402.2400, -69.499, 1402.2400, -63.516, 1402.2400, -64.488,  , ,  , 
1549.4520, -55.303, 1402.2600, -71.980, 1402.2600, -69.199, 1402.2600, -63.607, 1402.2600, -64.698,  , ,  , 
1549.4560, -55.285, 1402.2800, -71.764, 1402.2800, -69.512, 1402.2800, -63.723, 1402.2800, -64.844,  , ,  , 
1549.4600, -55.280, 1402.3000, -71.686, 1402.3000, -69.340, 1402.3000, -63.703, 1402.3000, -64.870,  , ,  , 
1549.4640, -55.265, 1402.3200, -71.700, 1402.3200, -69.300, 1402.3200, -63.839, 1402.3200, -64.938,  , ,  , 
1549.4680, -55.269, 1402.3400, -71.388, 1402.3400, -69.413, 1402.3400, -63.843, 1402.3400, -64.922,  , ,  , 
1549.4720, -55.249, 1402.3600, -71.305, 1402.3600, -69.504, 1402.3600, -63.890, 1402.3600, -64.928,  , ,  , 
1549.4760, -55.221, 1402.3800, -71.089, 1402.3800, -69.540, 1402.3800, -63.960, 1402.3800, -64.750,  , ,  , 
1549.4800, -55.205, 1402.4000, -70.974, 1402.4000, -69.582, 1402.4000, -63.965, 1402.4000, -64.658,  , ,  , 
1549.4840, -55.186, 1402.4200, -70.562, 1402.4200, -69.461, 1402.4200, -64.000, 1402.4200, -64.673,  , ,  , 
1549.4880, -55.159, 1402.4400, -70.587, 1402.4400, -69.208, 1402.4400, -63.881, 1402.4400, -64.431,  , ,  , 
1549.4920, -55.112, 1402.4600, -70.462, 1402.4600, -69.289, 1402.4600, -63.880, 1402.4600, -64.365,  , ,  , 
1549.4960, -55.062, 1402.4800, -70.175, 1402.4800, -69.045, 1402.4800, -63.804, 1402.4800, -64.226,  , ,  , 
1549.5000, -55.028, 1402.5000, -70.024, 1402.5000, -68.914, 1402.5000, -63.849, 1402.5000, -64.129,  , ,  , 
1549.5040, -54.960, 1402.5200, -70.077, 1402.5200, -69.278, 1402.5200, -63.841, 1402.5200, -63.935,  , ,  , 
1549.5080, -54.887, 1402.5400, -69.726, 1402.5400, -69.342, 1402.5400, -63.765, 1402.5400, -63.815,  , ,  , 
1549.5120, -54.768, 1402.5600, -69.403, 1402.5600, -69.203, 1402.5600, -63.649, 1402.5600, -63.837,  , ,  , 
1549.5160, -54.630, 1402.5800, -69.206, 1402.5800, -69.093, 1402.5800, -63.629, 1402.5800, -63.576,  , ,  , 
1549.5200, -54.497, 1402.6000, -68.799, 1402.6000, -68.985, 1402.6000, -63.401, 1402.6000, -63.554,  , ,  , 
1549.5240, -54.322, 1402.6200, -68.714, 1402.6200, -68.859, 1402.6200, -63.446, 1402.6200, -63.555,  , ,  , 
1549.5280, -54.031, 1402.6400, -68.373, 1402.6400, -69.162, 1402.6400, -63.505, 1402.6400, -63.618,  , ,  , 
1549.5320, -53.717, 1402.6600, -68.296, 1402.6600, -68.924, 1402.6600, -63.638, 1402.6600, -63.845,  , ,  , 
1549.5360, -53.357, 1402.6800, -68.200, 1402.6800, -69.156, 1402.6800, -63.652, 1402.6800, -63.771,  , ,  , 
1549.5400, -52.897, 1402.7000, -67.952, 1402.7000, -69.192, 1402.7000, -63.716, 1402.7000, -63.711,  , ,  , 
1549.5440, -52.360, 1402.7200, -67.904, 1402.7200, -69.113, 1402.7200, -63.624, 1402.7200, -63.594,  , ,  , 
1549.5480, -51.677, 1402.7400, -67.891, 1402.7400, -69.390, 1402.7400, -63.546, 1402.7400, -63.383,  , ,  , 
1549.5520, -51.120, 1402.7600, -67.769, 1402.7600, -69.319, 1402.7600, -63.473, 1402.7600, -63.422,  , ,  , 
1549.5560, -50.743, 1402.7800, -67.952, 1402.7800, -69.214, 1402.7800, -63.578, 1402.7800, -63.213,  , ,  , 
1549.5600, -50.433, 1402.8000, -67.724, 1402.8000, -69.451, 1402.8000, -63.636, 1402.8000, -63.343,  , ,  , 
1549.5640, -50.213, 1402.8200, -67.667, 1402.8200, -69.483, 1402.8200, -63.669, 1402.8200, -63.453,  , ,  , 
1549.5680, -50.044, 1402.8400, -67.718, 1402.8400, -69.500, 1402.8400, -63.543, 1402.8400, -63.233,  , ,  , 
1549.5720, -49.949, 1402.8600, -67.484, 1402.8600, -69.599, 1402.8600, -63.565, 1402.8600, -63.155,  , ,  , 
1549.5760, -49.896, 1402.8800, -67.974, 1402.8800, -69.714, 1402.8800, -63.560, 1402.8800, -63.171,  , ,  , 
1549.5800, -49.868, 1402.9000, -67.793, 1402.9000, -69.961, 1402.9000, -63.588, 1402.9000, -63.047,  , ,  , 
1549.5840, -49.860, 1402.9200, -67.770, 1402.9200, -69.831, 1402.9200, -63.582, 1402.9200, -63.020,  , ,  , 
1549.5880, -49.883, 1402.9400, -67.929, 1402.9400, -69.725, 1402.9400, -63.514, 1402.9400, -63.079,  , ,  , 
1549.5920, -49.923, 1402.9600, -67.824, 1402.9600, -70.029, 1402.9600, -63.431, 1402.9600, -63.053,  , ,  , 
1549.5960, -49.991, 1402.9800, -67.625, 1402.9800, -69.677, 1402.9800, -63.518, 1402.9800, -63.124,  , ,  , 
1549.6000, -50.097, 1403.0000, -67.591, 1403.0000, -69.873, 1403.0000, -63.722, 1403.0000, -63.305,  , ,  , 
1549.6040, -50.293, 1403.0200, -67.898, 1403.0200, -70.165, 1403.0200, -63.783, 1403.0200, -63.324,  , ,  , 
1549.6080, -50.566, 1403.0400, -67.695, 1403.0400, -69.916, 1403.0400, -63.931, 1403.0400, -63.503,  , ,  , 
1549.6120, -50.862, 1403.0600, -67.764, 1403.0600, -70.142, 1403.0600, -64.004, 1403.0600, -63.561,  , ,  , 
1549.6160, -51.299, 1403.0800, -67.611, 1403.0800, -70.002, 1403.0800, -63.909, 1403.0800, -63.501,  , ,  , 
1549.6200, -51.952, 1403.1000, -67.713, 1403.1000, -70.111, 1403.1000, -63.884, 1403.1000, -63.394,  , ,  , 
1549.6240, -52.585, 1403.1200, -67.533, 1403.1200, -69.939, 1403.1200, -63.836, 1403.1200, -63.412,  , ,  , 
1549.6280, -53.070, 1403.1400, -67.591, 1403.1400, -69.941, 1403.1400, -63.835, 1403.1400, -63.415,  , ,  , 
1549.6320, -53.516, 1403.1600, -67.839, 1403.1600, -69.854, 1403.1600, -63.843, 1403.1600, -63.391,  , ,  , 
