TYPE,TRACE,A,B,C

DATE & TIME,07Nov2008 12:49AM WST
INSTRUMENT,86142A,SN US38380435,REV B.04.02
49,-41.428,-46.801,-47.461
50,-41.321,-46.682,-47.433
51,-41.580,-47.277,-47.811
52,-41.418,-47.210,-47.635
53,-41.380,-47.127,-47.481
54,-41.366,-47.164,-47.599
55,-41.472,-47.209,-47.761
56,-41.261,-46.690,-47.315
57,-41.271,-46.618,-47.248
58,-41.550,-47.122,-47.718
59,-41.308,-46.971,-47.394
60,-41.350,-46.985,-47.318
61,-41.493,-47.367,-47.558
62,-41.587,-47.483,-47.673
63,-41.286,-46.948,-47.331
64,-41.382,-46.993,-47.433
65,-41.600,-47.237,-47.632
66,-41.297,-46.871,-47.331
67,-41.349,-47.029,-47.304
68,-41.605,-47.760,-47.778
69,-41.307,-47.503,-47.446
70,-41.244,-47.272,-47.160
71,-41.362,-47.395,-47.421
72,-41.644,-47.355,-47.603
73,-41.353,-47.175,-47.402
74,-41.463,-47.199,-47.375
75,-41.567,-47.718,-47.714
76,-41.277,-47.619,-47.452
77,-41.325,-47.586,-47.282
78,-41.550,-47.625,-47.626
79,-41.504,-47.443,-47.608
80,-41.352,-46.971,-47.303
81,-41.413,-47.119,-47.474
82,-41.700,-47.447,-47.837
83,-41.460,-47.041,-47.452
84,-41.443,-47.240,-47.509
85,-41.730,-47.862,-47.908
86,-41.490,-47.436,-47.629
87,-41.346,-46.983,-47.245
88,-41.428,-47.011,-47.529
89,-41.582,-47.080,-47.758
90,-41.424,-46.729,-47.422
91,-41.257,-46.746,-47.282
92,-41.528,-47.409,-47.762
93,-41.352,-47.296,-47.562
94,-41.330,-46.944,-47.292
95,-41.450,-47.094,-47.633
96,-41.431,-46.992,-47.701
97,-41.236,-46.628,-47.354
98,-41.262,-46.674,-47.447
99,-41.542,-47.236,-47.793
100,-41.481,-47.083,-47.589
101,-41.278,-47.091,-47.320
102,-41.593,-47.516,-47.789
103,-41.494,-47.260,-47.713
104,-41.418,-46.863,-47.419
105,-41.568,-46.860,-47.489
106,-41.643,-47.265,-47.843
107,-41.545,-46.980,-47.437
108,-41.369,-47.072,-47.347
109,-41.621,-47.671,-47.826
110,-41.605,-47.572,-47.695
111,-41.317,-47.056,-47.420
112,-41.557,-47.071,-47.714
113,-41.624,-47.310,-47.918
114,-41.354,-46.986,-47.560
115,-41.453,-47.042,-47.482
116,-41.667,-47.704,-47.937
117,-41.581,-47.849,-47.846
118,-41.490,-47.412,-47.442
119,-41.623,-47.468,-47.826
120,-41.898,-47.520,-48.020
121,-41.637,-47.070,-47.674
122,-41.612,-47.108,-47.627
123,-42.000,-47.994,-48.262
124,-41.709,-47.863,-47.905
125,-41.580,-47.761,-47.649
126,-41.839,-47.985,-47.955
127,-41.781,-47.971,-48.153
128,-41.641,-47.403,-47.763
129,-41.670,-47.447,-47.777
130,-41.906,-47.957,-48.140
131,-41.798,-48.028,-48.016
132,-41.573,-47.633,-47.711
133,-41.909,-48.309,-48.107
134,-41.864,-48.170,-48.160
135,-41.693,-47.548,-47.846
136,-41.733,-47.544,-47.871
137,-41.835,-47.817,-48.295
138,-41.745,-47.739,-48.093
139,-41.647,-47.568,-47.736
140,-41.935,-48.102,-48.210
141,-42.066,-48.418,-48.335
142,-41.767,-47.841,-47.899
143,-41.921,-47.763,-48.029
144,-42.073,-47.981,-48.501
145,-41.881,-47.630,-48.209
146,-41.832,-47.493,-47.965
147,-41.990,-48.186,-48.339
148,-42.053,-48.538,-48.374
149,-41.747,-47.978,-47.968
150,-41.842,-47.810,-48.137
151,-42.169,-48.050,-48.487
152,-41.937,-47.656,-48.265
153,-41.877,-47.403,-47.964
154,-42.025,-47.944,-48.414
155,-42.063,-48.199,-48.581
156,-41.958,-47.969,-48.074
157,-41.933,-48.111,-48.269
158,-42.293,-48.176,-48.648
159,-42.124,-47.739,-48.423
160,-41.859,-47.353,-48.043
161,-42.171,-47.795,-48.507
162,-42.106,-48.141,-48.582
163,-41.964,-47.808,-48.133
164,-42.077,-48.161,-48.184
165,-42.098,-48.439,-48.673
166,-42.021,-47.947,-48.495
167,-41.840,-47.442,-48.143
168,-42.027,-47.716,-48.575
169,-42.231,-47.971,-48.661
170,-41.904,-47.893,-48.286
171,-41.931,-47.929,-48.241
172,-42.164,-48.646,-48.745
173,-42.064,-48.111,-48.572
174,-41.982,-47.578,-48.163
175,-42.323,-47.821,-48.557
176,-42.155,-48.039,-48.753
177,-42.131,-47.874,-48.307
178,-42.059,-48.105,-48.297
179,-42.183,-48.693,-48.683
180,-42.422,-48.614,-48.658
181,-41.868,-47.967,-48.202
182,-42.276,-48.143,-48.501
183,-42.098,-48.222,-48.688
184,-41.895,-47.950,-48.308
185,-42.133,-48.329,-48.346
186,-42.191,-49.029,-48.780
187,-42.253,-49.190,-48.664
188,-41.804,-48.549,-48.213
189,-42.065,-48.630,-48.515
190,-42.226,-48.774,-48.832
191,-42.151,-48.389,-48.494
192,-42.043,-48.313,-48.381
193,-42.362,-48.858,-48.702
194,-42.187,-48.839,-48.608
195,-41.972,-48.553,-48.213
196,-42.180,-48.565,-48.447
197,-42.255,-48.608,-48.868
198,-42.226,-48.072,-48.540
199,-41.951,-47.824,-48.261
200,-42.177,-48.496,-48.727
201,-42.226,-48.796,-48.871
202,-42.035,-48.660,-48.468
203,-42.111,-48.449,-48.554
204,-42.373,-48.542,-48.965
205,-42.219,-48.032,-48.658
206,-42.054,-47.646,-48.332
207,-42.389,-48.113,-48.710
208,-42.354,-48.663,-48.902
209,-42.207,-48.320,-48.499
210,-42.176,-48.366,-48.536
211,-42.386,-48.555,-48.954
212,-42.270,-48.167,-48.820
213,-42.106,-47.779,-48.487
214,-42.331,-48.106,-48.896
215,-42.389,-48.591,-49.143
216,-42.172,-48.281,-48.701
217,-42.211,-48.579,-48.614
218,-42.334,-48.774,-49.029
219,-42.439,-48.488,-48.911
220,-42.143,-47.837,-48.532
221,-42.307,-47.999,-48.718
222,-42.494,-48.475,-49.079
223,-42.248,-48.573,-48.806
224,-42.150,-48.396,-48.533
225,-42.370,-48.940,-48.965
226,-42.427,-48.815,-49.169
227,-42.236,-48.055,-48.622
228,-42.216,-48.163,-48.709
229,-42.448,-48.604,-49.258
230,-42.401,-48.645,-48.939
231,-42.185,-48.426,-48.563
232,-42.388,-49.007,-48.941
233,-42.532,-49.177,-49.268
234,-42.182,-48.634,-48.809
235,-42.263,-48.320,-48.756
236,-42.389,-48.654,-49.129
237,-42.361,-48.751,-49.047
238,-42.201,-48.676,-48.683
239,-42.295,-48.998,-48.802
240,-42.614,-49.442,-49.254
241,-42.383,-48.845,-48.824
242,-42.200,-48.462,-48.592
243,-42.552,-48.895,-49.033
244,-42.533,-49.143,-49.255
245,-42.147,-48.991,-48.670
246,-42.447,-49.327,-48.892
247,-42.576,-49.814,-49.317
248,-42.444,-49.274,-49.055
249,-42.367,-48.516,-48.695
250,-42.302,-48.695,-48.995
251,-42.725,-49.143,-49.376
252,-42.349,-48.750,-48.850
253,-42.286,-48.714,-48.724
254,-42.594,-49.643,-49.270
255,-42.470,-49.328,-49.278
256,-42.229,-48.463,-48.770
257,-42.418,-48.552,-48.992
258,-42.562,-48.935,-49.369
259,-42.467,-48.657,-49.095
260,-42.468,-48.668,-48.833
261,-42.502,-49.160,-49.138
262,-42.683,-49.337,-49.405
263,-42.479,-48.546,-48.877
264,-42.413,-48.360,-48.917
265,-42.778,-48.867,-49.421
266,-42.572,-48.712,-49.266
267,-42.332,-48.600,-48.859
268,-42.540,-48.978,-49.025
269,-42.739,-49.362,-49.466
270,-42.484,-48.909,-49.112
271,-42.573,-48.347,-48.852
272,-42.456,-48.538,-49.258
273,-42.732,-48.909,-49.503
274,-42.442,-48.692,-48.989
275,-42.355,-48.810,-48.944
276,-42.732,-49.545,-49.438
277,-42.648,-49.208,-49.253
278,-42.376,-48.379,-48.709
279,-42.574,-48.449,-49.069
280,-42.697,-48.958,-49.487
281,-42.455,-48.789,-49.111
282,-42.581,-48.749,-48.845
283,-42.529,-49.441,-49.255
284,-42.806,-49.553,-49.533
285,-42.460,-48.649,-48.963
286,-42.422,-48.386,-48.897
287,-42.816,-49.019,-49.542
288,-42.604,-48.921,-49.281
289,-42.411,-48.653,-48.848
290,-42.454,-49.159,-49.101
291,-42.666,-49.464,-49.480
292,-42.382,-48.705,-49.062
293,-42.527,-48.278,-48.819
294,-42.600,-48.697,-49.235
295,-42.820,-49.051,-49.494
296,-42.419,-48.940,-48.985
297,-42.373,-49.109,-48.937
298,-42.713,-49.618,-49.594
299,-42.732,-49.157,-49.422
300,-42.437,-48.421,-48.931
301,-42.619,-48.696,-49.143
302,-42.850,-49.178,-49.621
303,-42.484,-49.154,-49.155
304,-42.451,-49.273,-48.918
305,-42.589,-49.581,-49.311
306,-42.878,-49.634,-49.707
307,-42.465,-49.024,-49.153
308,-42.582,-48.801,-48.966
309,-42.835,-49.525,-49.685
310,-42.650,-49.509,-49.422
311,-42.546,-49.276,-48.910
312,-42.612,-49.405,-49.132
313,-42.844,-49.611,-49.736
314,-42.723,-49.014,-49.300
315,-42.487,-48.712,-48.955
316,-42.665,-49.230,-49.325
317,-42.876,-49.779,-49.700
318,-42.416,-49.359,-49.134
319,-42.472,-49.125,-48.934
320,-42.761,-49.449,-49.575
321,-42.557,-49.321,-49.519
322,-42.448,-48.735,-49.142
323,-42.562,-48.814,-49.174
324,-42.640,-49.578,-49.653
325,-42.590,-49.550,-49.340
326,-42.356,-49.011,-48.841
327,-42.421,-48.960,-49.215
328,-42.845,-49.180,-49.691
329,-42.505,-48.669,-49.210
330,-42.365,-48.612,-48.987
331,-42.840,-49.361,-49.448
332,-42.703,-49.589,-49.510
333,-42.435,-48.978,-49.072
334,-42.537,-48.627,-49.056
335,-42.659,-49.153,-49.691
336,-42.622,-48.920,-49.504
337,-42.581,-48.564,-48.990
338,-42.349,-48.999,-49.156
339,-42.837,-49.813,-49.706
340,-42.609,-49.290,-49.368
341,-42.318,-48.446,-48.911
342,-42.684,-48.731,-49.293
343,-42.906,-49.108,-49.733
344,-42.433,-48.709,-49.273
345,-42.551,-48.712,-48.942
346,-42.753,-49.363,-49.499
347,-42.673,-49.301,-49.547
348,-42.685,-48.488,-49.102
349,-42.435,-48.380,-49.066
350,-42.798,-49.044,-49.721
351,-42.752,-49.244,-49.617
352,-42.394,-48.710,-48.913
353,-42.426,-49.130,-49.222
354,-42.896,-49.370,-49.763
355,-42.396,-48.700,-49.310
356,-42.437,-48.436,-48.971
357,-42.551,-48.795,-49.348
358,-42.672,-49.442,-49.737
359,-42.511,-49.367,-49.273
360,-42.392,-48.975,-48.953
361,-42.703,-49.409,-49.550
362,-42.669,-49.471,-49.671
363,-42.444,-48.800,-49.075
364,-42.354,-49.075,-49.096
365,-42.783,-49.934,-49.727
366,-42.651,-49.972,-49.415
367,-42.488,-49.394,-48.992
368,-42.472,-49.154,-49.111
369,-42.768,-49.570,-49.735
370,-42.516,-49.358,-49.452
371,-42.400,-49.045,-48.975
372,-42.490,-49.612,-49.278
373,-42.748,-50.308,-49.816
374,-42.469,-49.454,-49.203
375,-42.357,-48.878,-48.971
376,-42.670,-49.343,-49.503
377,-42.624,-49.534,-49.682
378,-42.432,-49.291,-49.105
379,-42.386,-49.393,-49.028
380,-42.778,-49.781,-49.565
381,-42.732,-49.496,-49.625
382,-42.452,-48.791,-49.212
383,-42.460,-48.670,-49.160
384,-42.846,-49.435,-49.850
385,-42.555,-49.450,-49.565
386,-42.432,-49.049,-48.941
387,-42.522,-49.175,-49.353
388,-42.774,-49.395,-49.873
389,-42.558,-48.875,-49.373
390,-42.407,-48.586,-49.110
391,-42.572,-49.171,-49.516
392,-42.776,-49.711,-49.757
393,-42.378,-49.328,-49.332
394,-42.249,-48.701,-49.082
395,-42.661,-49.076,-49.659
396,-42.701,-49.272,-49.874
397,-42.405,-48.665,-49.168
398,-42.509,-48.925,-49.137
399,-42.669,-49.741,-49.718
400,-42.640,-49.531,-49.628
401,-42.456,-48.720,-49.119
402,-42.498,-48.788,-49.326
403,-42.843,-49.302,-49.893
404,-42.748,-49.466,-49.783
405,-42.425,-49.366,-49.184
406,-42.596,-49.651,-49.367
407,-42.767,-49.805,-50.052
408,-42.568,-49.162,-49.651
409,-42.387,-48.695,-49.247
410,-42.741,-49.338,-49.667
411,-42.661,-50.122,-49.991
412,-42.550,-49.683,-49.365
413,-42.388,-49.092,-49.214
414,-42.640,-49.414,-49.817
415,-42.772,-49.605,-49.964
416,-42.582,-49.182,-49.547
417,-42.317,-49.222,-49.225
418,-42.887,-50.127,-49.822
419,-42.836,-50.132,-50.016
420,-42.455,-49.194,-49.400
421,-42.481,-48.981,-49.285
422,-42.850,-49.603,-49.948
423,-42.632,-49.754,-49.873
424,-42.497,-49.478,-49.302
425,-42.494,-49.617,-49.322
426,-42.744,-49.850,-49.939
427,-42.667,-49.511,-49.813
428,-42.408,-48.864,-49.285
429,-42.534,-49.319,-49.593
430,-42.755,-50.139,-50.069
431,-42.669,-49.932,-49.738
432,-42.355,-49.236,-49.270
433,-42.641,-49.413,-49.785
434,-42.772,-49.696,-50.239
435,-42.581,-49.125,-49.638
436,-42.374,-49.276,-49.326
437,-42.718,-50.047,-49.821
438,-42.669,-49.984,-50.067
439,-42.674,-49.035,-49.531
440,-42.426,-48.656,-49.308
441,-42.812,-49.395,-50.019
442,-42.812,-49.825,-50.061
443,-42.600,-49.657,-49.463
444,-42.416,-49.399,-49.379
445,-42.748,-49.597,-50.079
446,-42.638,-49.433,-50.135
447,-42.501,-48.960,-49.621
448,-42.550,-49.167,-49.528
449,-42.867,-50.135,-50.168
450,-42.704,-49.924,-49.950
451,-42.452,-48.929,-49.338
452,-42.470,-49.000,-49.562
453,-42.849,-49.782,-50.381
454,-42.703,-49.710,-49.988
455,-42.492,-49.649,-49.372
456,-42.647,-50.002,-49.677
457,-42.784,-50.135,-50.225
458,-42.666,-49.489,-49.881
459,-42.466,-48.989,-49.523
460,-42.634,-49.604,-49.876
461,-42.770,-50.484,-50.271
462,-42.702,-50.238,-49.902
463,-42.442,-49.334,-49.381
464,-42.631,-49.409,-49.859
465,-42.688,-49.880,-50.394
466,-42.501,-49.531,-49.845
467,-42.388,-49.512,-49.345
468,-42.674,-50.217,-49.876
469,-42.597,-49.878,-50.093
470,-42.562,-49.165,-49.702
471,-42.392,-48.918,-49.653
472,-42.650,-49.634,-50.064
473,-42.761,-50.123,-50.089
474,-42.553,-49.731,-49.610
475,-42.324,-49.165,-49.412
476,-42.689,-49.476,-50.077
477,-42.660,-49.497,-50.399
478,-42.468,-49.244,-49.671
479,-42.432,-49.691,-49.506
480,-42.818,-50.145,-50.076
481,-42.623,-49.657,-50.073
482,-42.423,-48.888,-49.618
483,-42.469,-48.943,-49.828
484,-42.645,-49.756,-50.194
485,-42.760,-50.192,-50.004
486,-42.461,-49.693,-49.454
487,-42.341,-49.254,-49.435
488,-42.873,-49.660,-50.375
489,-42.706,-49.678,-50.436
490,-42.193,-49.524,-49.553
491,-42.508,-50.157,-49.515
492,-42.754,-50.504,-50.253
493,-42.597,-49.667,-50.013
494,-42.431,-48.963,-49.743
495,-42.501,-49.344,-50.184
496,-42.593,-50.404,-50.320
497,-42.616,-50.844,-49.890
498,-42.250,-49.747,-49.284
499,-42.474,-49.355,-49.618
500,-42.637,-49.799,-50.579
501,-42.506,-49.904,-50.352
502,-42.227,-49.776,-49.311
503,-42.476,-50.409,-49.420
504,-42.547,-50.239,-50.012
505,-42.370,-49.421,-49.839
506,-42.261,-48.915,-50.115
507,-42.528,-49.751,-50.074
508,-42.502,-50.704,-50.036
509,-42.520,-50.022,-49.385
510,-42.237,-49.020,-49.114
511,-42.422,-49.189,-50.452
512,-42.687,-49.850,-50.719
513,-42.525,-49.986,-49.634
514,-42.087,-49.875,-48.774
515,-42.500,-49.767,-49.289
516,-42.617,-49.620,-50.336
517,-42.402,-48.960,-50.525
518,-42.204,-48.895,-49.278
519,-42.585,-49.990,-49.417
520,-42.555,-50.233,-49.833
521,-42.303,-49.257,-49.431
522,-42.139,-48.502,-50.251
523,-42.472,-49.060,-50.348
524,-42.545,-50.145,-49.899
525,-42.426,-50.283,-49.172
526,-42.235,-49.312,-48.989
527,-42.446,-49.113,-50.365
528,-42.446,-49.316,-50.799
529,-42.356,-48.951,-49.531
530,-42.146,-49.219,-48.615
531,-42.463,-49.938,-49.379
532,-42.604,-49.633,-50.214
533,-42.343,-48.717,-50.483
534,-42.175,-48.556,-49.457
535,-42.430,-49.826,-49.475
536,-42.519,-50.596,-49.543
537,-42.236,-49.538,-49.336
538,-42.246,-48.611,-50.526
539,-42.513,-49.155,-50.571
540,-42.530,-49.802,-49.932
541,-42.264,-49.724,-48.911
542,-42.135,-49.292,-48.797
543,-42.331,-49.193,-50.446
544,-42.511,-49.440,-50.797
545,-42.320,-49.144,-49.365
546,-42.168,-49.738,-48.693
547,-42.416,-50.597,-49.345
548,-42.533,-50.116,-50.305
549,-42.230,-48.916,-50.291
550,-42.175,-48.843,-49.297
551,-42.507,-50.229,-49.380
552,-42.531,-50.956,-49.576
553,-42.189,-49.780,-49.366
554,-42.216,-48.844,-50.340
555,-42.399,-49.250,-49.929
556,-42.427,-50.139,-49.462
557,-42.352,-50.404,-48.847
558,-42.165,-49.621,-48.976
559,-42.399,-49.452,-51.007
560,-42.600,-49.467,-50.468
561,-42.200,-49.106,-48.961
562,-42.042,-49.762,-48.587
563,-42.530,-50.202,-49.538
564,-42.463,-49.627,-51.172
565,-42.269,-48.781,-50.020
566,-42.219,-48.778,-48.757
567,-42.362,-50.186,-49.146
568,-42.399,-50.319,-49.712
569,-42.267,-48.929,-50.675
570,-42.160,-48.300,-49.970
571,-42.436,-49.138,-49.436
572,-42.534,-50.034,-49.406
573,-42.266,-49.693,-49.038
574,-42.098,-48.603,-50.233
575,-42.341,-48.744,-50.327
576,-42.544,-49.237,-49.597
577,-42.248,-49.484,-48.809
578,-42.175,-49.577,-48.883
579,-42.351,-49.252,-50.941
580,-42.426,-48.988,-50.561
581,-42.179,-48.631,-49.044
582,-42.137,-49.275,-48.562
583,-42.359,-50.036,-49.425
584,-42.536,-49.527,-51.079
585,-42.314,-48.715,-50.077
586,-42.130,-48.565,-48.729
587,-42.331,-49.849,-48.978
588,-42.549,-50.160,-49.772
589,-42.275,-48.918,-50.476
590,-42.165,-48.468,-49.399
591,-42.482,-49.211,-49.073
592,-42.544,-50.399,-49.398
593,-42.371,-49.667,-49.422
594,-42.129,-48.563,-49.819
595,-42.327,-49.034,-49.447
596,-42.481,-49.881,-49.404
597,-42.421,-50.445,-49.086
598,-42.175,-49.436,-49.698
599,-42.378,-48.974,-50.168
600,-42.517,-49.452,-49.609
601,-42.349,-49.738,-49.022
602,-42.057,-49.925,-48.784
603,-42.388,-49.576,-50.239
604,-42.537,-49.476,-50.469
605,-42.451,-49.255,-49.210
606,-42.134,-49.442,-48.494
607,-42.256,-49.928,-49.069
608,-42.373,-49.611,-50.613
609,-42.462,-49.037,-49.615
610,-42.059,-48.755,-48.648
611,-42.220,-49.785,-48.892
612,-42.536,-49.911,-50.125
613,-42.365,-49.151,-50.127
614,-42.016,-48.540,-48.692
615,-42.222,-49.038,-48.734
616,-42.341,-50.179,-49.406
617,-42.419,-49.610,-50.441
618,-42.121,-48.554,-49.408
619,-42.220,-48.567,-48.615
620,-42.327,-49.674,-49.335
621,-42.378,-49.684,-49.759
622,-42.082,-48.374,-49.408
623,-42.132,-48.306,-48.646
624,-42.346,-49.110,-49.190
625,-42.546,-49.758,-49.401
626,-42.056,-48.845,-49.627
627,-42.101,-48.311,-49.193
628,-42.352,-48.902,-49.154
629,-42.455,-49.622,-49.346
630,-42.139,-48.988,-49.362
631,-42.175,-48.358,-49.191
632,-42.387,-48.688,-49.065
633,-42.450,-49.330,-49.297
634,-42.210,-49.169,-48.965
635,-42.172,-48.360,-49.186
636,-42.184,-48.709,-49.184
637,-42.549,-49.262,-49.434
638,-42.346,-49.196,-48.791
639,-42.097,-48.735,-49.055
640,-42.327,-48.785,-49.376
641,-42.515,-49.178,-49.219
642,-42.170,-49.112,-48.773
643,-42.089,-48.933,-48.954
644,-42.319,-48.825,-49.311
645,-42.514,-49.343,-49.412
646,-42.274,-49.236,-49.037
647,-42.142,-48.802,-48.698
648,-42.191,-48.700,-48.987
649,-42.316,-49.293,-49.418
650,-42.381,-49.060,-48.998
651,-42.116,-48.733,-48.509
652,-42.167,-48.736,-48.965
653,-42.391,-49.218,-49.266
654,-42.393,-49.088,-49.035
655,-41.956,-48.738,-48.382
656,-42.104,-48.658,-48.824
657,-42.362,-48.976,-49.260
658,-42.362,-49.068,-49.148
659,-42.043,-48.566,-48.649
660,-42.195,-48.499,-48.774
661,-42.223,-48.880,-49.115
662,-42.273,-48.995,-49.173
663,-42.113,-48.690,-48.626
664,-42.080,-48.326,-48.639
665,-42.273,-48.702,-49.068
666,-42.528,-49.075,-49.298
667,-42.156,-48.506,-48.657
668,-42.112,-48.180,-48.486
669,-42.232,-48.653,-48.964
670,-42.447,-48.979,-49.195
671,-42.190,-48.600,-48.797
672,-42.164,-48.181,-48.487
673,-42.233,-48.496,-48.757
674,-42.499,-49.059,-49.269
675,-42.189,-48.702,-48.875
676,-42.081,-48.198,-48.404
677,-42.154,-48.292,-48.581
678,-42.453,-49.158,-49.246
679,-42.308,-48.871,-49.094
680,-42.020,-48.142,-48.422
681,-42.153,-48.422,-48.558
682,-42.376,-49.050,-49.202
683,-42.255,-48.711,-48.962
684,-41.933,-48.142,-48.399
685,-42.182,-48.516,-48.428
686,-42.251,-49.248,-49.156
687,-42.338,-49.074,-49.119
688,-42.039,-48.250,-48.337
689,-42.005,-48.218,-48.265
690,-42.084,-48.862,-48.846
691,-42.425,-49.190,-49.077
692,-41.999,-48.610,-48.461
693,-41.976,-48.329,-48.351
694,-42.198,-48.923,-48.970
695,-42.319,-49.280,-49.217
696,-41.872,-48.698,-48.672
697,-41.921,-48.259,-48.299
698,-42.128,-48.475,-48.489
699,-42.309,-48.990,-49.011
700,-42.093,-48.830,-48.870
701,-42.017,-48.191,-48.285
702,-41.986,-48.461,-48.496
703,-42.127,-48.919,-49.023
704,-42.161,-48.618,-48.777
705,-42.007,-48.073,-48.214
706,-41.979,-48.145,-48.239
707,-42.208,-48.860,-49.099
708,-42.305,-48.782,-48.965
709,-41.880,-48.122,-48.263
710,-41.909,-48.110,-48.358
711,-42.248,-48.549,-48.848
712,-42.235,-48.750,-48.980
713,-41.993,-48.271,-48.513
714,-42.114,-47.959,-48.214
715,-42.134,-48.315,-48.609
716,-42.177,-48.820,-49.077
717,-42.045,-48.105,-48.400
718,-41.935,-47.727,-47.968
719,-41.948,-48.147,-48.428
720,-42.339,-48.735,-49.109
721,-42.088,-48.317,-48.650
722,-41.894,-47.837,-48.076
723,-41.962,-48.173,-48.445
724,-42.154,-48.587,-48.963
725,-42.003,-48.308,-48.694
726,-41.792,-47.928,-48.266
727,-41.966,-48.036,-48.302
728,-42.155,-48.496,-48.923
729,-42.134,-48.715,-48.998
730,-41.803,-48.181,-48.375
731,-41.860,-47.856,-48.144
732,-42.032,-48.405,-48.632
733,-42.082,-48.787,-48.924
734,-41.907,-48.290,-48.456
735,-41.915,-47.982,-47.975
736,-41.932,-48.612,-48.586
737,-42.175,-49.112,-49.091
738,-41.889,-48.609,-48.354
739,-41.717,-48.204,-48.049
740,-41.909,-48.477,-48.416
741,-42.150,-49.101,-48.922
742,-41.867,-48.696,-48.665
743,-41.768,-48.281,-48.149
744,-41.826,-48.306,-48.281
745,-42.062,-48.892,-48.824
746,-42.006,-49.003,-48.896
747,-41.913,-48.414,-48.305
748,-41.767,-48.159,-48.048
749,-42.032,-48.802,-48.658
750,-42.213,-49.102,-48.999
751,-41.794,-48.490,-48.421
752,-41.746,-48.057,-48.038
753,-41.855,-48.444,-48.491
754,-42.223,-48.862,-48.957
755,-41.905,-48.402,-48.452
756,-41.926,-48.108,-48.150
757,-41.987,-48.240,-48.359
758,-42.107,-48.782,-48.954
759,-41.862,-48.454,-48.591
760,-41.793,-48.015,-48.184
761,-41.779,-48.030,-48.247
762,-41.920,-48.474,-48.720
763,-42.145,-48.655,-48.900
764,-41.841,-48.250,-48.429
765,-41.706,-47.863,-48.131
766,-41.926,-48.345,-48.672
767,-42.083,-48.641,-48.994
768,-41.629,-47.878,-48.246
769,-41.653,-47.556,-47.946
770,-41.972,-48.067,-48.417
771,-42.059,-48.522,-48.892
772,-41.681,-48.154,-48.505
773,-41.807,-47.904,-48.152
774,-41.688,-48.116,-48.283
775,-41.865,-48.466,-48.825
776,-41.855,-48.230,-48.570
777,-41.744,-47.876,-48.092
778,-41.561,-47.782,-48.128
779,-41.818,-48.303,-48.660
780,-41.980,-48.480,-48.809
781,-41.623,-47.954,-48.241
782,-41.540,-47.870,-48.034
783,-41.823,-48.426,-48.369
784,-42.119,-48.960,-48.802
785,-41.565,-48.146,-48.244
786,-41.553,-47.834,-47.902
787,-41.672,-48.217,-48.220
788,-41.874,-48.948,-48.803
789,-41.556,-48.590,-48.423
790,-41.657,-48.022,-48.002
791,-41.711,-48.171,-48.102
