TYPE,TRACE,A,B,C

DATE & TIME,07Nov2008 12:35AM WST
INSTRUMENT,86142A,SN US38380435,REV B.04.02
AIR/VACUUM/STP,VACUUM

TRACE,A,B,C
START,1425.000,1425.000,1425.000
STOP,1675.000,1675.000,1675.000
HORIZONTAL SCALE,nm,nm,nm
LENGTH (pts),1001,1001,1001
RBW (nm),0.20,0.20,0.20
VBW (Hz),194,194,194

REFERENCE LEVEL (dBm),-30.32,-30.32,-30.32
VERTICAL SCALE,dBm,dBm,dBm
SENSITIVITY (dBm),-79.87,-79.87,-79.87

AVERAGING,OFF,OFF,OFF
MIN,OFF,OFF,OFF
MAX,OFF,OFF,OFF
SMOOTHING,OFF,OFF,OFF
TRACE MATH,OFF,OFF,OFF
OFFSET (dB),0.000,0.000,0.000

MARKER,1
MARKER TRACE,A
MARKER X POSITION,1550.000
719,-51.306,-42.054,-51.126
720,-51.652,-42.425,-51.553
721,-51.343,-42.211,-51.062
722,-50.847,-42.039,-50.695
723,-51.028,-42.094,-50.798
724,-51.839,-42.348,-51.523
725,-51.517,-42.148,-51.455
726,-50.724,-41.942,-50.767
727,-50.861,-42.068,-50.342
728,-51.546,-42.199,-51.302
729,-51.641,-42.263,-51.317
730,-50.842,-41.886,-50.751
731,-50.730,-41.905,-50.508
732,-51.224,-42.045,-51.254
733,-51.731,-42.204,-51.601
734,-51.163,-41.931,-50.999
735,-51.064,-41.926,-50.818
736,-51.584,-42.056,-51.254
737,-51.687,-42.362,-51.739
738,-50.995,-42.016,-51.131
739,-50.734,-41.869,-50.543
740,-51.272,-41.989,-50.894
741,-51.996,-42.299,-51.655
742,-51.212,-42.045,-51.044
743,-50.413,-41.885,-50.189
744,-50.620,-41.939,-50.407
745,-51.492,-42.142,-51.488
746,-51.543,-42.066,-51.484
747,-50.756,-41.941,-50.723
748,-50.790,-41.896,-50.462
749,-51.368,-42.051,-51.279
750,-51.492,-42.276,-51.472
751,-51.031,-41.912,-51.009
752,-50.668,-41.823,-50.477
753,-51.343,-41.916,-51.185
754,-51.849,-42.381,-51.686
755,-51.307,-41.958,-50.929
756,-50.564,-41.950,-50.183
757,-50.844,-42.117,-50.850
758,-51.575,-42.233,-51.604
759,-51.214,-41.993,-51.123
760,-50.626,-41.832,-50.547
761,-50.662,-41.879,-50.707
762,-51.193,-42.093,-51.213
763,-51.099,-42.238,-51.289
764,-50.368,-42.016,-50.574
765,-50.592,-41.844,-50.819
766,-51.264,-42.093,-51.359
767,-51.814,-42.250,-51.693
768,-51.068,-41.892,-50.810
769,-50.457,-41.749,-50.534
770,-50.981,-41.956,-51.175
771,-51.716,-42.202,-51.481
772,-51.320,-41.790,-51.098
773,-50.575,-41.741,-50.483
774,-50.920,-41.798,-50.612
775,-51.536,-42.018,-51.021
776,-51.088,-41.861,-50.829
777,-50.459,-41.861,-50.467
778,-50.520,-41.791,-50.440
779,-51.034,-41.960,-51.150
780,-51.287,-42.062,-51.268
781,-50.599,-41.754,-50.442
782,-50.483,-41.658,-50.315
783,-51.059,-41.808,-50.836
784,-51.468,-42.204,-51.442
785,-51.097,-41.768,-50.941
786,-50.541,-41.700,-50.510
787,-50.899,-41.744,-50.786
788,-51.478,-42.003,-51.335
789,-50.894,-41.796,-50.955
790,-50.258,-41.656,-50.343
791,-50.385,-41.740,-50.274
792,-51.153,-41.879,-50.906
793,-51.443,-41.966,-51.434
794,-51.106,-41.772,-50.605
795,-50.541,-41.562,-50.146
796,-50.696,-41.728,-50.720
797,-51.138,-41.937,-51.164
798,-50.699,-41.751,-50.424
799,-50.235,-41.676,-50.046
800,-50.368,-41.785,-50.184
801,-51.155,-42.014,-50.891
802,-50.721,-41.640,-50.433
803,-50.208,-41.550,-50.170
804,-50.541,-41.586,-50.190
805,-51.182,-41.791,-50.815
806,-51.113,-41.835,-50.899
807,-50.252,-41.677,-50.116
808,-50.072,-41.591,-49.920
809,-50.750,-41.668,-50.755
810,-51.225,-41.935,-50.949
811,-50.642,-41.602,-50.453
812,-50.163,-41.424,-49.957
813,-50.376,-41.497,-49.967
814,-50.923,-41.857,-50.523
815,-50.403,-41.610,-50.223
816,-49.941,-41.545,-50.124
817,-50.378,-41.522,-50.292
818,-51.215,-41.735,-50.907
819,-51.074,-41.607,-50.934
820,-50.430,-41.469,-50.389
821,-50.265,-41.419,-49.850
822,-50.831,-41.566,-50.507
823,-51.244,-41.691,-51.109
824,-50.668,-41.519,-50.318
825,-50.321,-41.364,-49.890
826,-50.607,-41.356,-50.059
827,-51.004,-41.792,-50.765
828,-50.523,-41.625,-50.459
829,-50.143,-41.443,-49.847
830,-50.254,-41.310,-50.130
831,-50.981,-41.660,-50.861
832,-51.014,-41.547,-50.851
833,-50.233,-41.353,-49.979
834,-50.021,-41.406,-49.732
835,-50.566,-41.653,-50.449
836,-51.226,-41.714,-50.962
837,-50.730,-41.466,-50.872
838,-50.484,-41.504,-50.137
839,-50.697,-41.437,-50.356
840,-51.435,-41.626,-51.044
841,-50.862,-41.525,-50.770
842,-50.277,-41.483,-50.078
843,-50.125,-41.371,-49.993
844,-50.777,-41.659,-50.607
845,-51.014,-41.814,-50.597
846,-50.541,-41.489,-50.102
847,-49.962,-41.377,-49.519
848,-50.334,-41.447,-50.095
849,-50.811,-41.728,-50.940
850,-50.469,-41.385,-50.752
851,-50.045,-41.368,-50.134
852,-50.256,-41.490,-50.205
853,-51.135,-41.722,-50.844
854,-51.003,-41.562,-50.381
855,-50.406,-41.384,-49.710
856,-50.408,-41.382,-50.122
857,-51.193,-41.443,-51.060
858,-51.532,-41.491,-51.129
859,-50.800,-41.374,-50.234
860,-50.365,-41.316,-50.026
861,-50.697,-41.284,-50.159
862,-51.379,-41.602,-50.657
863,-50.988,-41.451,-50.482
864,-50.246,-41.290,-50.101
865,-50.177,-41.153,-49.968
866,-50.865,-41.572,-50.607
867,-50.792,-41.468,-50.902
868,-50.048,-41.250,-50.269
869,-50.103,-41.241,-50.067
870,-50.903,-41.449,-50.634
871,-51.422,-41.561,-51.281
872,-51.123,-41.352,-50.937
873,-50.380,-41.425,-50.270
874,-50.578,-41.317,-50.405
875,-51.374,-41.499,-51.159
876,-51.196,-41.409,-51.102
877,-50.757,-41.361,-50.525
878,-50.559,-41.288,-50.275
879,-51.103,-41.375,-50.689
880,-51.266,-41.618,-50.926
881,-50.744,-41.456,-50.568
882,-50.078,-41.280,-50.076
883,-50.200,-41.248,-50.254
884,-51.213,-41.676,-51.071
885,-51.086,-41.488,-50.707
886,-50.406,-41.307,-50.076
887,-50.331,-41.240,-50.140
888,-50.814,-41.582,-50.862
889,-51.150,-41.583,-51.232
890,-50.661,-41.306,-50.686
891,-50.403,-41.353,-50.253
892,-50.950,-41.455,-50.751
893,-51.750,-41.657,-51.095
894,-51.067,-41.411,-50.914
895,-50.504,-41.416,-50.340
896,-50.483,-41.209,-50.447
897,-51.360,-41.430,-51.269
898,-51.342,-41.487,-51.291
899,-50.726,-41.426,-50.587
900,-50.330,-41.287,-50.212
901,-50.796,-41.360,-50.574
902,-51.145,-41.573,-50.948
903,-50.609,-41.295,-50.496
904,-50.219,-41.182,-50.310
905,-50.356,-41.164,-50.324
906,-51.215,-41.469,-51.080
907,-51.099,-41.378,-50.953
908,-50.708,-41.240,-50.351
909,-50.296,-41.095,-50.096
910,-50.797,-41.280,-50.640
911,-51.601,-41.404,-51.340
912,-51.095,-41.152,-50.790
913,-50.598,-41.116,-50.235
914,-50.792,-41.108,-50.341
915,-51.457,-41.423,-50.975
916,-51.034,-41.241,-50.724
917,-50.457,-41.187,-50.322
918,-50.356,-41.102,-50.397
919,-51.059,-41.230,-50.769
920,-51.268,-41.337,-50.960
921,-50.596,-41.203,-50.433
922,-50.062,-41.163,-50.023
923,-50.537,-41.091,-50.348
924,-51.374,-41.343,-51.062
925,-51.254,-41.195,-51.140
926,-50.858,-41.138,-50.579
927,-50.568,-41.017,-50.341
928,-51.189,-41.293,-50.841
929,-51.496,-41.467,-51.101
930,-51.151,-41.193,-50.630
931,-50.489,-41.064,-50.038
932,-50.612,-41.058,-50.372
933,-51.449,-41.307,-50.895
934,-51.242,-41.141,-50.448
935,-50.488,-41.142,-50.116
936,-50.328,-41.130,-50.123
937,-50.942,-41.279,-50.463
938,-51.401,-41.391,-50.817
939,-50.524,-41.238,-50.477
940,-50.159,-41.178,-50.261
941,-50.596,-41.008,-50.555
942,-51.308,-41.126,-51.118
943,-51.144,-41.024,-50.754
944,-50.526,-41.103,-50.034
945,-50.647,-40.992,-50.136
946,-51.176,-41.194,-50.786
947,-51.562,-41.252,-51.311
948,-51.094,-41.107,-50.865
949,-50.389,-40.929,-50.089
950,-50.785,-40.804,-50.436
951,-51.341,-41.192,-50.920
952,-51.197,-40.974,-50.653
953,-50.831,-40.797,-50.488
954,-50.486,-40.730,-50.325
955,-51.040,-40.986,-50.571
956,-51.186,-41.084,-50.564
957,-50.618,-40.833,-50.302
958,-50.168,-40.823,-49.993
959,-50.372,-40.785,-50.300
960,-51.121,-41.002,-51.195
961,-51.010,-40.759,-51.180
962,-50.589,-40.776,-50.115
963,-50.295,-40.682,-49.862
964,-50.618,-40.793,-50.186
965,-51.144,-40.851,-50.719
966,-50.820,-40.808,-50.585
967,-50.448,-40.709,-50.145
968,-50.701,-40.579,-50.553
969,-51.320,-40.911,-50.992
970,-51.409,-40.806,-50.590
971,-50.693,-40.743,-50.273
972,-50.291,-40.587,-49.921
973,-50.543,-40.624,-50.399
974,-51.224,-40.906,-50.928
975,-51.086,-40.724,-50.942
976,-50.245,-40.626,-50.065
977,-49.868,-40.502,-49.553
978,-50.787,-40.855,-50.489
979,-51.160,-40.829,-50.781
980,-50.534,-40.556,-50.113
981,-50.121,-40.554,-49.722
982,-50.474,-40.716,-50.621
983,-51.369,-40.786,-51.360
984,-51.012,-40.504,-50.499
985,-50.373,-40.619,-50.057
986,-50.480,-40.673,-49.688
987,-50.961,-40.786,-50.185
988,-51.165,-40.675,-50.624
989,-50.840,-40.684,-50.614
990,-50.496,-40.509,-50.095
991,-50.613,-40.330,-50.309
992,-51.196,-40.603,-50.788
993,-51.119,-40.466,-50.513
994,-50.104,-40.393,-49.905
995,-49.878,-40.114,-49.706
996,-50.649,-40.343,-50.317
997,-51.020,-40.582,-50.721
998,-50.490,-40.278,-50.413
999,-50.038,-40.153,-49.877
1000,-50.168,-40.108,-49.610
1001,-50.955,-40.406,-50.436


STATE,0.vs,ZZZZZ000000097CW00lWW0mbyy7oOdm05(udn8c)8crGssZ(PBzQ7Q,Z6xhKXA9He6DCk1SfkHLELTm3V0IHt8N1AGHAG5UzR(RPAMfAKfeBQ,Z0VSYvS7IcZTq3881EeXIOZMrkZdfdVdG4zbs200
STATE,1.vs,ZZZZZ000001796CW00lq1Dy4zi7Ra6Ced(8nmO7pucpmtYVQMtjoZV,ZyJ94ffi1jqHf6DR86Kd2HJ8GFMWgr9GThA)k0h8(dTXl9BVOFvPE6,Z05Q6zy7peL)oMsctgUNsEcn5AB5Tk5)odlAAo5(I8Un16X9HiyzFU,ZxuNZgygcnA4OOZHG3HjAHrOOb(tJewgIHipp4csu6qjBx7Sr7Umd(,Zdwt780Fy11CGnDUi7Zc)8DpDzK1YA48UnHSyWFuUZxeaKeescA3OO,Z3UO3zDZjDO8jWrJUn3F8RTWYCTD8SXAPC4WWLGtaQtoCXMZNhQBBU,Z1h8S77g5aePp7JaKU6GdmWTk)jEu2VCcI077CzmGxGFlxZku)uloO,ZHyG3kpUcCXQriKsAW8Ca9hu54g04rLYfR7EP)emV5SAwHszobzsaq,ZJYbrafS(ND5Y4ntKyWy(zcbOeY4BfNAbvcD3oN)5zMCL65pbH1GTQ,ZFCNZRQ0lgJ(5oZ6KZpfv1qV5wydNLDApwg9038sD2pOleXlM6)dXF,ZQMvz6kfZlhv6L33yuHLfnrS0IH1gRtwKIs0vr4zoaGqfbLtC7zdRK,Zs83N)0ApBnLszUDSS1PzU3zBpzsgw2x2l5ExDDwhChntKUNW3BJRZ,ZeYE1tm1qvVUqT8mYlbhogNyf6tJ3a4E5e2P4Vf78NiL2MOiNGo127,Z)Cm5ndg8Wg)e)W8IfOkMLuIMv7q2KIcPS9G8H(qXyneTSu716TbH2,ZR)OP)JmYCCo0z5NWJnoxKLH7Ic52tg5Z4W5iacT0yRlohkXw6AEGN,ZZuhY0estIrns(qKhzD8IFoyuf81YyaKXrBThSpa8hY3N)Jw6Mdf7r,Z(c2DyEzw9C(KMY0GHEYo9hFblDkN6YsNhM0t5IYXz9MRf1IOQ1AHm,Z9PbyW14GSwzzmTTUMony7SBzT0kvtQTedhTuGFs08j)e83nDz(mTh,Z48u(GvlgLD9YPq175NGRpJMT8mX4K4mBehi5I638YgB)O8gjn(p87,ZjE6roT9F0w4sUgQtUsG4aNTQgImwJ9h3vJb30CXT1M9W31ArjBDPA,ZDVOwmWhkpiuq0nyD69RcG2NgibSiA2m5GfRwuYU1IgBwuVLA6hAgS,Zzxnd0)wIOE187Qmoh76uDnykad7KgiaLGCc5QEBN8QNzL7kR62ldm,ZgQYgGRZhb3NQ8t978YwCljtO5X0y7rTtW82SZaqBxYreRS8sKia2Z,ZkBhTMisybDqjOL4ojNTXuSBuV07OMaMA2dlCVuzgtOk5uceGhCGXr,Zgkgm(WJaAPAIJ2P5k5ELsNwM(7Z1FptJx1Rl4K)y9R4Ns0chA4m1W,ZRQ6mAgqvoSEfhBWYACBq8ukjaSB7KwEVWg1(2VkIlbO9I)69R8H3b,ZOep6veQD8FAwB4KKxuEuIVE886WFLge59eVQkpDFK3ITly0HGaW9k,ZVw82HVV5x59nuTkPmu7KS5HfbtKh3UP97(sfV1wHk3Pa9eQV073RV,Z3L7OuDZDkGfHGdrOKc0XOcgOTxh66WblPo2SpFrE3vlSCdpCOAo7M,Zp(JeEAuUmYMi3M7KxY0xlEZC07XdjVNSm5ZAmi44G2eq0tbqRxlAa,ZaAoTBrOFR5AXfJ7jWWNXFRZS8nvvlMwjPji4IvYvs3rVoNzHQnu1e,ZWO(PX7KT4FT(ma3BiTbay0VC)ENTqzMvCahrceYyYrYgRgYDhqi2J,Zzm4D8ATqbXYhjjaSBzPEcxGs9vckYWLSCXW4A68Oqul2iXdJJI6Xc,Zn4pzUlUlvmI1hd0sVzpp(ACchcau0Wo7IdMdTDAWHwb3oCcfjWtCV,ZMg(ybU(d(MUIs0CIg675TxcD3mpyZ(mk91mOAe(l5Z3aRyKTvKaUg,Zhj9LRGR2vpL2Otvb5A1oG74kZDBJ1hQKOqOPwXh7p2o(dKK7Wbe5d,Zbp2GFHncioQyePG92aF5SMTedLroVEdzQ(4bg82JHHPWPTxMrXH6z,Z9EEOxtKGUVvK4TDxc)fHkGUgiUISdpyYiP2A3oEhWGGrH(nDFxbKV,Zo2saANWF9Q1AEFefJkeGs)sY59eli2PbbGwQwoAOG3FXm6V9B9(qr,ZW0CPdA1GL2ywM9qeqrVry7ZmOUwWOVJ2Ztsy3CaHgvEJj50t2TsV1,Z17(88shAe9U5tWabbs0M0JoZJ4VZszvEjE(YsKVkQ4o8UKGV6y8jn,Zco1wn04eF208OSrJtSqdy6XZut60nvRFnJ6ACv2kG(onlC5nd3pk),Z9ZUBkOD0xIMf0DzUs)ab3eshESDjg9aWeEfpSuz7PyARXDz4Pl8nl,ZsZHpFimUdoDg01swhtIf881CZZtOXrfPZ0MpcEStYRe(AN(YPQ0lD,ZBBD8ayrjbg5gyLH6fx6mDBoXKdphfpYe14rATtkx78Ffq7ZFVJ36x,Z17qabsz7XADwQMLe3JdOrSB0

